gene,logFC,logCPM,P.Value,adj.P.Val
Spin2c,0.076172906,2.044765239,0.730096592,1
Pccb,0.076180545,5.647652725,0.449789562,1
Rerg,0.076217949,4.487969309,0.555416204,1
Rab33a,0.0762928,3.775980693,0.607691855,1
Dars,0.076305993,5.804509108,0.433932347,1
Map3k7,0.076324666,6.0084782,0.429169334,1
Slc43a3,0.076361037,0.632885185,0.84369605,1
Scaf4,0.076457071,5.558831031,0.505327765,1
Zfp131,0.076473155,5.095010955,0.480476878,1
Ccdc30,0.07655369,3.566424833,0.613383912,1
Rbm39,0.076564983,7.616863458,0.415850445,1
Gadd45b,0.076601404,3.540918601,0.631648013,1
Nat10,0.076614992,4.880486741,0.50028967,1
Arpc5l,0.076646504,5.446208563,0.443624693,1
Rbbp4,0.076657448,6.24008647,0.419024038,1
Dhrs1,0.076678921,5.579099532,0.439496767,1
Mrps2,0.076687494,5.045045203,0.512256467,1
1600002H07Rik,0.076692244,2.720861429,0.684547586,1
Gid8,0.076806783,5.287709669,0.475065666,1
Tctn3,0.076807046,4.274896,0.544057967,1
Bmp6,-0.198962498,4.231924263,0.40440714,1
Ppm1k,0.076917411,5.495461582,0.449652721,1
Mrpl39,0.076919388,4.703529174,0.51739992,1
RP24-314J18.1,0.077049295,0.761458199,0.834511985,1
Itpr1,0.077074018,8.773890809,0.392687395,1
Nudt9,0.077115496,5.792351789,0.424835309,1
Apobec3,0.077136594,2.516151876,0.678959883,1
Stk10,0.077162867,2.987667171,0.659423384,1
5031439G07Rik,0.077185681,7.460533123,0.378885885,1
Carmil1,0.077268968,4.78595121,0.513009964,1
Dab1,0.077286418,7.041322268,0.411017523,1
Ndufa3,0.077293268,5.472496177,0.564680485,1
Pisd-ps2,0.077324798,2.259547426,0.710492146,1
Mpc2,0.077411539,5.779686362,0.425192953,1
Dync1h1,0.077450482,9.341301878,0.431511382,1
Prkdc,0.077482897,5.081477941,0.498489276,1
Map3k5,0.077527751,4.772457633,0.504825941,1
Ptbp1,0.07754577,5.415945364,0.498641435,1
St8sia3,0.07757041,7.232513915,0.410411702,1
Golph3l,0.077577186,4.529676831,0.522072264,1
Trappc4,0.077594035,4.78656084,0.52806029,1
Lipm,0.077627005,-1.231280435,1,1
Aldh9a1,0.077634724,4.964282308,0.513801486,1
Uhrf1bp1l,0.077685492,6.801363875,0.400692785,1
D11Wsu47e,0.077719613,2.738227112,0.692971953,1
Mpv17,0.077747792,4.316390298,0.546266248,1
Larp4,0.077813716,5.721888089,0.486514789,1
Rhno1,0.07785623,3.891514345,0.565811876,1
Lmntd2,0.077888509,-1.368129614,1,1
H2-T22,0.077890682,4.225417634,0.576987967,1
Fbxw5,0.077896747,6.248647822,0.39954803,1
Vti1b,0.077901065,6.263929998,0.412698555,1
Supt6,0.077947535,7.785395135,0.407602649,1
Gm9821,0.077982266,1.671772419,0.747807254,1
Iffo2,0.07799601,3.920996441,0.607779385,1
Pcna,0.078027423,4.904150423,0.492322247,1
Adamtsl5,0.078048286,2.422323559,0.672789328,1
Grwd1,0.078095242,3.719094694,0.598511315,1
Slfn5,0.078108323,2.879740182,0.689826933,1
Rab32,0.078131681,1.586412061,0.757063896,1
Ankra2,0.078136846,4.913182238,0.509279391,1
Fbxw7,0.078181574,7.257577251,0.432681788,1
Dtnb,0.078206892,5.861804782,0.411184026,1
Spata4,0.078214341,-1.275428918,1,1
Cenpx,0.078309677,3.351149478,0.621383342,1
Atp5o,0.078377215,7.008684981,0.446065927,1
Orc2,0.078441998,4.452258,0.519144053,1
Ucp3,0.078473596,1.204639018,0.775821724,1
Sdr42e1,0.078537679,2.899391669,0.656591592,1
Atpaf2,0.07857064,4.118725683,0.539860337,1
Yipf6,0.078585581,5.443866632,0.461030045,1
Kirrel,0.078613571,2.838040444,0.645889482,1
Ahi1,0.078669854,7.722617145,0.379303419,1
Eif3k,0.078688897,6.036099492,0.449117685,1
Ppp4r3b,0.078718113,5.610711049,0.44779798,1
Ablim3,0.078738986,5.240628403,0.456453882,1
Shisa5,0.07877865,5.64216937,0.427778576,1
Dennd2c,0.07882939,-0.31904632,0.837133324,1
Gm12522,0.078836604,0.45627911,0.827533534,1
Dnajb12,0.078846284,5.526906365,0.448541026,1
Otud7a,0.078850086,5.837951095,0.425218407,1
Sun2,0.078983258,5.411449991,0.467729272,1
Mpp3,0.078988939,5.769191902,0.427638276,1
Ppp1r11,0.07902235,5.553989795,0.472356778,1
Cyp4x1,0.079061026,3.792657354,0.579128963,1
Traf7,0.079062,5.147542032,0.452359975,1
Gdf10,0.079076922,4.145241741,0.571112867,1
Braf,0.079098457,7.391246193,0.405131667,1
Tada2b,0.079104834,5.270976359,0.450992019,1
Ppp3ca,0.079109542,10.75768567,0.370436062,1
Kmt2a,0.079132584,7.767905246,0.442111858,1
Arhgef2,0.079204924,7.130327537,0.411805064,1
Gm14634,0.079257229,0.188511585,0.836650485,1
RP24-345F16.1,0.079266953,0.171095177,0.832732846,1
Borcs8,0.079289392,4.102322372,0.548425558,1
Pdcl3,0.07929695,3.849579629,0.576046194,1
Tnfsf12,0.079335102,2.880207459,0.646449713,1
Tbcb,0.079366389,5.322374392,0.473386294,1
Sdc1,0.187774957,0.523008632,0.569542306,1
Snapc5,0.079430239,2.537282501,0.687203748,1
Gm12183,0.079537372,0.154324555,0.820147156,1
Ranbp3,0.07957006,6.198470641,0.391423104,1
Tssc1,0.079646308,4.682991172,0.501934346,1
Vwf,0.079657384,5.017328201,0.672764953,1
A830080D01Rik,0.079714612,2.773856997,0.659015132,1
Csde1,0.079716683,7.478883448,0.36716058,1
Ppfia4,0.0797245,6.968331858,0.392268605,1
Ccdc85b,0.079778912,6.413710916,0.441779103,1
Mtfr1l,0.079800104,6.035794041,0.410140158,1
Hat1,0.079835474,3.598243093,0.597995832,1
Coq2,0.079837911,5.822028408,0.418331738,1
Rfng,0.079853005,6.147848774,0.398133616,1
Fem1a,0.079856739,6.321779773,0.397033739,1
Prrt3,0.079873812,6.177941316,0.439682997,1
Plek,0.079916314,4.275343621,0.566844439,1
Ubxn1,0.079927415,5.682427602,0.431452112,1
Hmbs,0.079929575,3.853312483,0.55914463,1
Focad,0.079934638,5.268568994,0.483352711,1
Ppm1e,0.079965367,8.679333171,0.471722102,1
Adprhl2,0.079970326,4.039321547,0.564206716,1
Crym,0.079979339,6.952332169,0.393726574,1
Tnnc1,0.080049714,0.522310996,0.829683507,1
Elp2,0.080098495,6.447634489,0.378219424,1
Ufl1,0.080182678,4.764306458,0.501743089,1
Tnfsf8,0.080190618,-1.231037824,1,1
Bex4,0.080339684,2.741065617,0.655448648,1
Zfp82,0.080341005,-1.274742787,1,1
Ccdc149,0.0803586,5.347825765,0.449117777,1
Rnaseh2a,0.080375758,3.547122026,0.629253234,1
Cdk17,0.08042423,7.30508069,0.360981903,1
Etv3,0.080452677,4.87084712,0.490664329,1
Kctd14,0.080456803,1.095580745,0.752412934,1
Cyth2,0.080501947,6.007654597,0.407600822,1
Ppef2,0.080510883,-0.4655014,0.894058835,1
Uqcc2,0.080567423,5.245218971,0.575727015,1
Abi1,0.080568806,7.422517094,0.365969085,1
Polr2f,0.080584112,4.518171784,0.521898248,1
Rbck1,0.080642116,6.414631947,0.382476736,1
Zfp334,0.08067803,4.519503132,0.496108283,1
Ncdn,0.080688847,11.41576637,0.352547451,1
Lrrc73,0.080698617,5.235810792,0.454551582,1
Rab36,0.08072408,4.947799485,0.467954058,1
Upp2,0.080738751,4.763133719,0.491273151,1
Etnk2,0.080754971,1.457788192,0.761010447,1
P2rx4,0.080788744,3.714322709,0.576028654,1
RP23-118L13.2,0.080823924,-1.274666089,1,1
Tpr,0.080875586,6.634313751,0.388549975,1
Anks6,0.08087927,4.049444852,0.547003286,1
Fra10ac1,0.080882751,3.072488635,0.620690854,1
Actn3,0.080901307,0.562279082,0.826262576,1
Smyd3,0.080919706,4.779566309,0.488954055,1
Dcun1d2,0.080920369,5.293281217,0.44304605,1
Tasp1,0.080925905,3.566861354,0.57694837,1
Nek1,0.080927665,5.228563153,0.449949951,1
Tbcd,0.08094342,5.194915124,0.460442225,1
Gm9762,0.080973556,0.561645057,0.82336307,1
Nktr,0.081005221,7.243929351,0.390531232,1
Senp1,0.081025642,4.22426463,0.525104243,1
Pate2,0.081089203,-1.414219619,1,1
Pinx1,0.08109308,2.152390894,0.700858218,1
Med28,0.081112936,5.355163062,0.428990482,1
Gm17322,0.08112872,1.307491527,0.750948022,1
P2rx6,0.081165547,3.188947633,0.644533477,1
Tmem59l,0.081185019,8.262059543,0.35524715,1
Hirip3,0.081187493,3.989788983,0.539405365,1
Kcnip4,0.081238007,5.646414426,0.422651779,1
Zfp41,0.081246105,2.541156033,0.670663929,1
Klhl11,0.081260435,4.676202248,0.54771001,1
Polr2e,0.081267388,5.086889953,0.469261559,1
Slco2a1,0.081284723,2.97248249,0.655169299,1
Lyrm9,0.081300709,5.151003609,0.466183761,1
E2f5,0.081363839,3.348434456,0.607212659,1
Usp42,0.081383602,4.63345973,0.479341483,1
Ccl27a,0.081394641,4.940198611,0.508708058,1
Fam133b,0.081403577,4.799104661,0.470209783,1
Tmem205,0.081422996,4.502236755,0.521149247,1
B130046B21Rik,0.081476476,1.638211154,0.72981938,1
5730409E04Rik,0.081494039,6.222629915,0.391728121,1
Nup133,0.081498438,4.819395939,0.481077612,1
Gm26766,0.081514569,-1.230588156,1,1
Frmd4a,0.081532598,5.98657462,0.43252906,1
Il17rc,0.081536235,2.514697894,0.709690169,1
Wdr13,0.081565393,7.550040363,0.371288465,1
Rnh1,0.081583177,4.933344581,0.509103181,1
Agbl4,0.081584078,3.191986653,0.627780536,1
Rnaseh2b,0.081625061,2.699012823,0.662127318,1
Nsmaf,0.081715424,4.99162163,0.458951146,1
Cyth3,0.081733916,5.448203568,0.420883286,1
Dyx1c1,0.081745081,0.068723449,0.814883273,1
Golga1,0.081754118,5.021559945,0.448111936,1
Fam171b,0.081756738,8.7917091,0.346949543,1
Pigw,0.081771223,1.600382244,0.743479048,1
Tinagl1,0.0818037,3.59072701,0.60963616,1
Ccnf,0.081812143,1.758265876,0.734664162,1
Pde12,0.081899193,4.334433412,0.540438794,1
Igbp1,0.08197052,4.984937524,0.48253797,1
Ppp6c,0.081998439,5.956745927,0.398511272,1
C1qbp,0.08209785,5.563756994,0.4344567,1
RP24-314N20.2,0.082101674,-1.366924899,1,1
Tars2,0.082105929,4.783346472,0.470085827,1
Yme1l1,0.082140027,6.311383103,0.413380369,1
Entpd6,0.08218573,5.891145973,0.436882537,1
Tut1,0.082222729,4.36787862,0.523612069,1
Fam196a,0.082224677,2.784040009,0.630510313,1
Rtn4ip1,0.082225578,3.604945631,0.58205945,1
D5Ertd579e,0.082226882,6.77928096,0.350113905,1
Kyat1,0.082278793,3.559823789,0.573850854,1
Nebl,0.082287476,6.65412588,0.368545901,1
Klhl10,0.082303663,-1.27466694,1,1
Dcaf11,0.082334625,5.99242129,0.391030524,1
Faap100,0.082369376,3.764506055,0.564999651,1
Ercc3,0.082573156,4.753478572,0.471655785,1
P4htm,0.082573753,6.095879157,0.429151943,1
Mterf3,0.082586199,3.862743958,0.563659524,1
Dmap1,0.082641163,4.399762815,0.51042206,1
Cox6b1,0.082671297,7.128864107,0.441743133,1
Setx,0.082682697,6.14848051,0.415700064,1
Spop,0.082683704,6.947527605,0.361736825,1
Grrp1,0.082704581,1.708193676,0.743645467,1
Hey1,0.082750264,5.616746152,0.403752373,1
Apopt1,0.082783931,3.937931047,0.562392336,1
Nvl,0.08280738,5.755644595,0.418370522,1
Gm43061,0.082807507,-1.320623001,1,1
Pax5,0.082809663,-1.27369159,1,1
Clic3,0.082830502,0.731053582,0.808239049,1
Arl15,0.0828782,5.950529585,0.41208847,1
Armc1,0.082896978,6.026947454,0.386897426,1
Ccer2,0.082902476,-1.319137468,1,1
Zbtb44,0.082927145,4.860354419,0.456824529,1
Itga2b,0.083044213,1.024690029,0.808870965,1
Gcc1,0.083146663,4.426363005,0.50735301,1
Gm42672,0.083168756,0.430787838,0.805438665,1
Dedd,0.083211669,2.668069625,0.667513695,1
Pck2,0.083325253,4.662674275,0.473686643,1
Mrpl21,0.083340277,3.517511785,0.58580697,1
Nol9,0.083374723,4.468908799,0.510638403,1
Pnrc2,0.083436915,5.394843099,0.421709089,1
Ggcx,0.083439295,3.728791236,0.566977517,1
Man2a1,0.083440907,4.647145107,0.510379972,1
Gfpt2,0.083467582,2.580752984,0.667814632,1
Chac1,0.083529927,2.453894612,0.677419354,1
Plscr4,0.083541846,2.861067095,0.62768172,1
Aldoart2,0.083550684,-1.318493782,1,1
Efcab1,0.083587047,3.621580711,0.603556795,1
Fkrp,0.083608131,6.182104966,0.37529226,1
Rgs2,0.08361414,5.108374744,0.442962543,1
Slc16a4,0.083681832,2.761457765,0.682408506,1
Ddx5,0.083683317,9.302918689,0.365870273,1
Zfp617,0.083683419,3.725896503,0.584691678,1
Gm37486,0.083746062,-1.365806143,1,1
Htatip2,0.083800653,2.47267759,0.659056213,1
Dmgdh,0.083836008,1.223279562,0.741088516,1
Proser2,0.083861985,1.375105049,0.729967989,1
Abhd13,0.083892,5.333719046,0.411548674,1
Fxyd1,0.08393218,5.84893792,0.499029305,1
Ddx1,0.083937831,6.110372226,0.369218039,1
Rsad1,0.083956537,3.51644383,0.575700138,1
Krt12,0.084125426,3.397320062,0.629900746,1
Plekhf2,0.084136899,2.732781054,0.652462797,1
Ifitm7,0.084138892,-0.516131431,0.93905083,1
Fam174a,0.084174376,5.14642807,0.441329204,1
Tcaim,0.084221702,4.417115774,0.490016191,1
Ost4,0.08422577,3.984446152,0.594650506,1
Emc4,0.084277531,5.663653956,0.455543276,1
Snx9,0.084279639,3.77553224,0.61765119,1
Rtf1,0.084290235,6.271798259,0.392601222,1
Cd276,0.084297053,3.759836222,0.5543352,1
Fth-ps3,0.084358355,-0.437486586,0.888518891,1
Dock4,0.084438391,8.129908444,0.433868601,1
Clcc1,0.084439563,4.320424148,0.496042606,1
Gm8066,0.084445696,2.56946595,0.673643652,1
Lemd2,0.08444842,4.851753289,0.453076594,1
RP23-438P19.12,0.084467389,-0.437552906,0.892637276,1
Nsfl1c,0.084522875,6.099176783,0.371390418,1
Slc25a14,0.084550919,4.976884364,0.463909355,1
Prkcg,0.084562374,9.478385689,0.415565148,1
Ap1m2,0.084580452,-0.437880122,0.834577427,1
Mettl8,0.084595457,3.645915888,0.56970164,1
Hace1,0.084627819,5.289275846,0.407328697,1
Ptprs,0.084705704,8.893281752,0.367084649,1
Pbx4,0.084779182,2.820352613,0.635051073,1
Sptan1,0.084785853,10.05790677,0.336683595,1
Atrx,0.084829162,7.532425345,0.355052334,1
Ctsd,0.084831236,8.512167031,0.481418302,1
Pex19,0.084842591,6.205829973,0.37574998,1
Gns,0.084891575,7.177355593,0.342389501,1
A130051J06Rik,0.08490458,-1.366683043,1,1
Acbd4,0.084913146,4.895816157,0.438667224,1
Rabggtb,0.084921215,4.873673936,0.443640929,1
Eef1a1,0.084936998,11.14829274,0.324553666,0.999926519
Hspa2,0.084949934,6.246849576,0.396819909,1
Slc2a8,0.084960025,4.186760985,0.524642647,1
Cdon,0.084965708,4.179037882,0.518259421,1
Brpf3,0.084968053,5.566392134,0.42617708,1
Anxa3,0.08499089,3.428347124,0.654367415,1
Deaf1,0.085005491,5.839251756,0.400985262,1
Ddn,0.085041991,11.37364937,0.382975797,1
Ttc37,0.085071403,3.913558392,0.535821292,1
Dock11,0.085084857,3.948154495,0.542434779,1
Acads,0.085104892,2.796810115,0.663322607,1
Lgi3,0.085164148,7.06702864,0.405193808,1
Cgnl1,-0.34675529,5.165903219,0.207720753,0.895738191
Med23,0.085212678,5.256224361,0.418895965,1
Nudt16l1,0.085330691,4.912734857,0.440246256,1
Plk2,0.085344165,7.318021794,0.355565659,1
Dcp1a,0.085379733,4.707336197,0.469481124,1
Tepsin,0.085428462,3.981925412,0.527430797,1
Dao,0.085433761,-0.774335776,0.950164526,1
Rsbn1l,0.085447785,5.226028508,0.421208948,1
Pdcd6,0.085448302,4.728345914,0.464346356,1
Ier3ip1,0.085683127,4.266137656,0.497910521,1
Armc10,0.085696625,4.418954708,0.482499538,1
Lamtor5,0.085744794,4.536223276,0.518490209,1
Nos1ap,0.085745487,6.675314031,0.437530286,1
Sde2,0.0857787,3.995128326,0.521215894,1
Zdhhc8,0.085885751,6.722457322,0.390923746,1
Syt3,0.085907628,6.139098984,0.386188807,1
Gm10575,0.085923985,-0.542066549,0.93774264,1
Arl16,0.085948227,4.13224812,0.538814392,1
Polr3e,0.085992152,4.734257961,0.470063977,1
Sox8,0.086052961,5.344519484,0.420182531,1
Fnip2,0.086098713,4.481628252,0.478684335,1
Abcf3,0.086106204,5.769502958,0.372162772,1
Agap2,0.086108991,10.74350645,0.338298951,1
Garem1,0.086115839,5.851359453,0.443841216,1
Gapdhs,0.086143583,3.147376984,0.606843349,1
Glod4,0.086146703,5.184657849,0.42331729,1
Fndc5,0.086152985,6.571929353,0.363074713,1
Grin1,0.086162832,9.33906566,0.351932001,1
Snip1,0.086181528,3.583964626,0.581901195,1
Eml2,0.086187316,7.042316866,0.368277209,1
Bcan,0.086293635,8.099649172,0.336574912,1
Fgf23,0.086297178,-1.41307513,1,1
Lysmd4,0.086303253,4.555284547,0.468544984,1
Bnip3,0.086315817,6.288255081,0.378068189,1
Lrrn2,0.086388762,8.206499595,0.388358313,1
Arl6,0.086449993,4.346052979,0.489565058,1
Fastkd3,0.086528344,3.323119691,0.598023726,1
Letm2,0.086530803,3.715661652,0.557396623,1
Ctps2,0.086532314,4.755253493,0.445991816,1
Tamm41,0.086539306,2.916480313,0.631808449,1
Fam169a,0.086560586,5.729424586,0.41762061,1
Arfrp1,0.086610957,4.217613584,0.491430771,1
Hif3a,3.390452391,3.919755592,6.44088E-37,8.76604E-33
Psme2,0.08669076,3.969426745,0.558129592,1
Zfp937,0.086700032,1.338780801,0.747820572,1
Fam175a,0.086775898,2.314063879,0.658954485,1
Ubr5,0.086854735,7.503389645,0.325283328,1
Egln2,0.08694049,6.10021066,0.368074376,1
Cnbd2,0.086972107,1.514565511,0.729636913,1
Ctc1,0.08702051,5.318839724,0.437646634,1
4933427D14Rik,0.087063076,4.673506522,0.501720082,1
Kif6,0.087113368,1.783217139,0.706641615,1
RP24-553E23.7,-1.288268232,-2.773810809,0.345242639,1
Slc30a3,0.087152213,6.343338517,0.408942593,1
Gm3636,0.087167153,0.375968093,0.798673215,1
Prr14,0.087295212,4.962166166,0.435647905,1
Sec61a2,0.087301842,5.235678293,0.426024221,1
Ppp1r9a,0.087355934,7.942930409,0.338213254,1
B230311B06Rik,0.087356677,0.331289625,0.803531481,1
Smchd1,0.087365307,5.256993519,0.422218046,1
2810025M15Rik,0.087379186,2.99125121,0.592653911,1
Ctsz,0.087404821,5.469028143,0.420012134,1
Rhbdl1,0.087433318,-0.058805987,0.816045372,1
Ormdl1,0.08750114,2.365942884,0.679788856,1
4930432B10Rik,0.087598787,-1.413367377,1,1
Ppp2r2d,0.087663671,5.845125237,0.363989722,1
Tubb4b-ps1,0.087677393,-0.597282038,0.937691526,1
Fbxo27,0.087739506,3.470486167,0.54601894,1
Esd,0.087880928,5.270302011,0.417392854,1
Tmc7,0.087946881,3.836227702,0.535668221,1
Atad3a,0.087956834,4.734387234,0.440272456,1
Atxn1,0.088006825,6.160784435,0.418593343,1
Hsp90aa1,0.088029794,9.262095383,0.336880481,1
Hdac6,0.088030033,5.289419748,0.416652723,1
Rapgef2,0.088075709,7.639168373,0.354350208,1
Dkc1,0.088179317,4.070517042,0.499634394,1
Cwh43,0.088255378,0.732071204,0.823664568,1
Gpatch11,0.08852794,4.344334453,0.515880604,1
Mrpl11,0.088552578,5.06173492,0.437744131,1
Cntnap5c,0.08855403,3.428599922,0.581797244,1
Dnajb6,0.088563905,6.872469243,0.325152136,1
Cabp7,0.08861995,8.246399867,0.299809368,0.982492329
Aoc2,0.0886481,1.933651136,0.719478291,1
Rtcb,0.088651723,6.516163786,0.337753358,1
Zfp811,0.088658993,2.973359182,0.616665456,1
Fbxl15,0.088713167,3.498678049,0.563241832,1
Usp53,0.088746679,5.026587495,0.435571758,1
Bsdc1,0.08879158,5.965509048,0.356667454,1
Dnajc4,0.088814931,3.62792259,0.555777061,1
5033430I15Rik,0.08882309,1.319944929,0.759210786,1
Chrna1,0.088926451,0.592345423,0.804230361,1
Tmem62,0.089003119,4.642528941,0.439158227,1
Cep162,0.089052075,4.274939516,0.508049704,1
Magohb,0.089056584,1.996889907,0.689467231,1
Zfp799,0.089063259,4.495343521,0.498832755,1
Dync1i1,0.089084065,6.737577251,0.349987736,1
Zbtb17,0.089101748,4.797549854,0.428570808,1
Flt3l,0.089137492,1.567517733,0.711253591,1
Unc45a,0.089173943,4.607523228,0.468570451,1
Uchl5,0.089192243,4.260475979,0.52366977,1
Rassf1,0.089213515,3.260124626,0.595161034,1
Wsb1,0.089242948,6.378628327,0.372777629,1
Glt1d1,0.089303123,4.507418033,0.450803251,1
Tubb4b-ps2,0.089332213,-1.464141362,1,1
Pm20d1,0.089352343,1.598048633,0.71519017,1
Dnmbp,0.089552181,3.851327518,0.510311962,1
Ube2j2,0.089572335,5.344767764,0.398880679,1
Cops7b,0.089598615,4.01128473,0.500939765,1
Rpgrip1,0.089645185,-0.596070987,0.938992153,1
A330009N23Rik,0.08964649,3.192588801,0.573858861,1
Ciz1,0.089751481,5.509686032,0.394062907,1
Nmral1,0.089825712,3.299397337,0.581822385,1
Rpl14,0.089856006,6.721955429,0.388379058,1
Rgs12,0.089857731,5.477224811,0.439238216,1
Tmem243,0.089886355,3.566590984,0.541029943,1
Gm20735,0.089923629,0.419875993,0.846200517,1
Npr2,0.089942755,5.604507321,0.381039633,1
Sema3d,0.089957441,3.228774441,0.601399497,1
Man2b2,0.090031652,5.458233661,0.383073407,1
Zwint,0.090124298,9.402320219,0.348939925,1
Srp19,0.090146152,4.405189432,0.466135779,1
Rasal1,0.090170377,6.605284695,0.326202169,1
Col9a2,0.090178914,2.339072216,0.69422921,1
Bbip1,0.090357836,4.586400522,0.45776851,1
Cc2d2b,0.09036165,-1.51558987,1,1
Mtif3,0.090432497,3.599216379,0.53135022,1
Zfp654,0.090440276,4.6894411,0.449806358,1
Ctxn2,0.090443683,2.671750015,0.629273118,1
March7,0.090445077,6.057875805,0.333715611,1
Gm18190,0.09046825,-1.515698154,1,1
Peak1,0.090498347,6.623271015,0.418891392,1
Prdx3,0.090501437,5.389200376,0.40054674,1
4932441J04Rik,0.090603694,1.574106188,0.72237952,1
Il21r,0.090641827,0.832427947,0.781905851,1
Aldh4a1,0.090654301,3.746872351,0.513584296,1
Gdf15,0.090724315,-1.626236127,1,1
Shisa6,0.090750843,7.678591251,0.496120694,1
Tor1aip2,0.09081189,5.831249704,0.349881527,1
Igip,0.090824618,5.608889901,0.393593291,1
Rundc3b,0.090853492,4.860659431,0.432073231,1
Preb,0.090909555,5.643326569,0.364684879,1
Rbpms2,0.090914379,2.165390452,0.67023777,1
Arfgap2,0.090940264,5.016050118,0.400549493,1
Sf3a3,0.090983276,4.197278893,0.475618619,1
Sbf2,0.091017958,6.402161631,0.34889468,1
Slc35b2,0.091040282,4.700238837,0.427657949,1
Bcl6,0.091081027,5.970753142,0.377958927,1
Tmf1,0.091101296,5.093749345,0.413125488,1
Fmo5,0.091125836,2.433043233,0.646407148,1
U2af1,0.091142246,4.636321823,0.464200784,1
Sumo3,0.091171734,6.408533726,0.370868017,1
Papolg,0.091189686,4.587498445,0.45654508,1
Zfp719,0.091205482,4.016338412,0.490336144,1
Slk,0.09120942,6.783588023,0.335167969,1
Luc7l3,0.091209884,7.025114223,0.310911899,0.992606012
Apod,0.09124007,8.106232563,0.413668133,1
Ndufv3,0.09125578,5.646755522,0.395914074,1
Sf3b6,0.091268865,4.956460711,0.448409957,1
Timm23,0.091275596,4.91960261,0.414073703,1
Pggt1b,0.091325963,2.893572149,0.586695935,1
Tsc2,0.091362748,7.155006728,0.340667599,1
Dnmt3a,0.09140198,6.12921057,0.377009254,1
Gm7598,0.091425724,-0.682992982,0.933172868,1
Gm3375,0.091454213,0.242617309,0.796706701,1
Zfp870,0.091480639,3.27888642,0.557814675,1
Dclk2,0.091581108,6.891173961,0.315222055,0.993798242
Nckipsd,0.091601355,6.273475594,0.339264978,1
Lysmd3,0.091624143,3.360302038,0.602589126,1
Seh1l,0.091634562,5.237486857,0.381676946,1
Zfp953,0.091651039,0.242197121,0.789096666,1
Lamc1,0.091723677,5.418212632,0.380049511,1
Fbxo18,0.091734741,5.477041221,0.367168637,1
Ttc21b,0.091739026,3.801674301,0.539328535,1
Med25,0.091829136,6.575918603,0.312138485,0.993499715
Cars2,0.091868584,3.57129638,0.541019291,1
Gtf2a1,0.09189766,5.147493165,0.449243814,1
Pgghg,0.091931021,3.024349581,0.592961466,1
Psmc6,0.09201417,5.549115439,0.367794797,1
Txndc17,0.092070679,4.235081347,0.494113525,1
Megf9,0.092076117,7.593377336,0.338298636,1
2610316D01Rik,0.092079629,1.00276832,0.781802989,1
Gcdh,0.092096574,4.371584549,0.479876043,1
Serpinb6b,0.092105222,0.628973987,0.814429388,1
Odf2l,0.092165033,3.219788257,0.570672431,1
Nt5c3,0.092178527,4.69530591,0.431003329,1
Kcnj3,0.092311771,6.794740758,0.329871959,1
Lhpp,0.092333478,3.7935936,0.51777344,1
D330023K18Rik,0.092362808,1.36567617,0.728576485,1
Kif14,0.09241971,-1.569272897,1,1
Tifab,0.092435938,1.998030522,0.684510475,1
Snx5,0.092462141,5.987400615,0.340579663,1
Aldh1l1,0.09256562,5.596918438,0.357922447,1
Zfp94,0.092577643,2.948737802,0.599174818,1
Nrk,0.092585399,-1.744057006,1,1
Kiz,0.092616608,4.043183909,0.505263023,1
Pank3,0.092757482,6.284939773,0.354019208,1
Clec7a,0.092765,2.564053794,0.717524353,1
Gpatch1,0.092841943,4.842311447,0.427777001,1
Rnf167,0.092898541,6.021255629,0.368845707,1
Akr1c13,0.092918454,-1.515077102,1,1
Arl6ip6,0.092955045,3.073833254,0.56922225,1
Cuedc1,0.093022679,5.184860738,0.376705191,1
Zc3h13,0.093038506,6.069791206,0.42870502,1
Morc2b,0.093251772,0.770084395,0.777130134,1
Trrap,0.093337473,7.450875598,0.336804759,1
Zfp948,0.093360414,3.230089594,0.561647578,1
Rab4a,0.093373029,5.137029865,0.393030665,1
Cblb,0.09337809,5.314180036,0.415085433,1
Trmt10c,0.093400537,3.30983243,0.57054279,1
9330136K24Rik,0.093413417,0.54216327,0.788253792,1
Slc2a5,0.093515489,2.767814707,0.624740953,1
Ythdc2,0.093521086,5.029319989,0.452224134,1
Gon4l,0.093606048,5.29917643,0.422866642,1
Ssbp4,0.093637631,7.265315343,0.312968656,0.993798242
Zfp558,0.093725419,0.463944177,0.789432422,1
Nfatc2ip,0.093752134,2.26037403,0.640192238,1
Psmc2,0.093816229,6.311712886,0.309693597,0.991504933
Auh,0.093881197,5.588246482,0.343147816,1
Cdyl,0.093882075,3.314876872,0.544348414,1
Fbxl21,0.093949521,1.961268135,0.660709413,1
Il1b,0.094051635,-1.56887159,1,1
Zfp37,0.09414423,4.004260435,0.480502424,1
Zfp316,0.094182196,5.3373633,0.368491578,1
Wtap,0.09421544,5.19319511,0.404638208,1
Cfdp1,0.094225524,5.525520983,0.369588262,1
Bad,0.09427048,4.389647738,0.485195491,1
Dusp28,0.094351145,4.581699954,0.436777002,1
Hibch,0.094402086,3.31980945,0.559577199,1
Apitd1,0.094544576,0.464487834,0.779658796,1
Zfp970,0.094576821,2.987307183,0.584309342,1
Tpt1,0.094578567,8.291378748,0.377147508,1
Erlec1,0.094585925,5.268313156,0.369041599,1
